name,uuid,description,keywords,prompts.batch,preferred_score,targets
periodic_table_questions_20,5e89897b-480f-26c8-0de9-05047a3708a7,Number of electrons of an inner orbital,"['oxidation state', 'requires-knowledge', 'electronic configuration', 'difficulty-basic', 'general-chemistry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The Hassium element, with atomic number 108, and with an electronic configuration of [Rn]7s^25f^{14}6d^6. How many electrons does it have in the 4f orbital?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['14']
number_of_structural_isomers,61e8c0df-d72f-a671-ac06-37520136c32a,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C5H12O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['14']
icho_uk_2023_q2b,65116627-e295-bb7f-4947-2077d69926b6,Calculating electronegativity of an element given reference value and electronegativity difference.,"['electronegativity', 'inorganic-chemistry', 'Pauling-method', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: As Pauling's method gives a difference in electronegativity it is necessary to choose a reference point in order to gain values for individual elements. Pauling originally chose hydrogen as the reference, with a value of 2.20. The difference in electronegativity between Cl and H is 0.962. Using the reference, what is the elctronegativity of chlorine?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3.16']
icho_uk_2010_5a,6606e37f-47ae-5a04-32d5-c7dfb8050e12,Predicting the oxidation state of an element in a compound.,"['oxidation-state', 'd-block', 'physical-chemistry', 'icho', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of osmium atom in OsO4?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['8']
icho_uk_2022_q6a,663217e8-c4d5-6c8f-4193-4766ab000682,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'p-block', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The decomposition of the orthosilicic acid into silica is Si(OH)4 -> xSiO2 + 2H2O. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2010_2a,66ad45c9-6808-b15c-1298-741144652837,Calculating the composition of an element in a compound using titration.,"['titration', 'physical-chemistry', 'reaction', 'requires-calculation', 'icho', 'stoichiometry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: EDTA reacts with copper ions according to the equation Cu^{2+} + EDTA4_{(aq)} -> [CuEDTA]^{2-}_{(aq)}. The end-point of the titration was determined using an indicator called murexide, and it was found that 0.1 g of X required 21.70 cm^{3} of 0.02 mol dm^{-3} EDTA solution for complete reaction. What is the percent by mass of copper in compound X?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['27.58']
icho_uk_2019_1d,67b887b6-1e36-b367-ec79-ae424a3c2d69,Calculating the moles leaving a reactor given the initial mixture composition of moles.,"['stoichiometry', 'equilibrium', 'physical-chemistry', 'reaction', 'requires-calculation', 'icho']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: In the reaction CO + H2O <=> CO2 + H2, an initial mixture of 40 mol of CO, 20 mol of H2, and 20 mol of CO2 in contact with 40 mol of steam was allowed to come to equilibrium in a reactor at 1100 K. At 1100 K this reaction has a K_p of 0.64. What is the number of moles of CO2 leaving the reactor after equilibration?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['26.7']
icho_uk_2023_q5a2,68427539-b39d-d6e0-de92-1f84dd9391ca,Calculating pKa given the dissociation constant.,"['dissociation-constant', 'equilibrium', 'physical-chemistry', 'acid-strength', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Lactic acid has an acid dissociation constant, K_a, of 1.38E-4. What is the pKa of lactic acid?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3.86']
icho_uk_2021_q1c,698fac0c-47ab-fbcc-132b-dadae30b38a3,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'p-block', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The equation for the hydrolysis of calcium phosphide is Ca3P2 + 3H2O -> xPH3 + 3CaO. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
electron_counts,6a803a48-2390-bac3-a77b-e35f6b0d9a97,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of NaCl?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['28']
electron_counts,6bef2ead-21be-8fea-1ad0-5cd017f99fcb,Predicting the total electron count of a compound,"['general-chemistry', 'electron counts', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of Fe^{3+}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['23']
number_1h_nmr_shifts,6c01ff58-e8af-029d-e41c-054f841460ee,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES C1=NN2N=CC=NC2=C1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
electron_counts,6d2d472a-5f33-5df5-c342-2a4065614081,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of KBr?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['54']
icho_uk_2023_q1d2,7168e984-88b2-4d1e-a6e3-749020c4e147,Calculating the oxidation states of products and reactants in a reaction.,"['oxidation state', 'physical-chemistry', 'thermodynamics', 'reaction', 'icho', 'requires-knowledge', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation number of hydrogen in the reactants of Sabatier reaction?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['0']
oxidation_states,71bb3855-9310-5178-04b8-a91033665c01,Predicting the oxidation state of an element in a chemical compound,"['oxidation states', 'requires-reasoning', 'general-chemistry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of Mg in Mg(NO3)2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
number_1h_nmr_shifts,7240e636-d6d3-2ead-d4c9-24be2fb6248b,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES COC(=O)C(CN)C#N?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
